YEAR,LOCATION,"REFERENCE PERIOD",COMMODITY,"PRODN PRACTICE","AREA HARVESTED in ACRES","PRODUCTION in TONS","YIELD in TONS / ACRE","PRODUCTION in $"
2002,MONTANA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","1,100,000","1,540,000",1.4,"114,730,000"
2002,MONTANA,YEAR,"HAY IRRIGATED",IRRIGATED,"1,097,000","3,015,000",2.75," "
2002,MONTANA,YEAR,"HAY (EXCL ALFALFA) IRRIGATED",IRRIGATED,"377,000","775,000",2.1," "
2002,MONTANA,YEAR,"HAY ALFALFA IRRIGATED",IRRIGATED,"720,000","2,240,000",3.1," "
2002,MONTANA,YEAR,"HAY (EXCL ALFALFA) NON-IRRIGATED",NON-IRRIGATED,"723,000","765,000",1.1," "
2002,MONTANA,YEAR,"HAY ALFALFA NON-IRRIGATED",NON-IRRIGATED,"780,000","760,000",1," "
2002,MONTANA,YEAR,"HAY NON-IRRIGATED",NON-IRRIGATED,"1,503,000","1,525,000",1.01," "
2002,NEBRASKA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","1,700,000","1,700,000",1,"135,150,000"
2002,NEBRASKA,YEAR,HAY,"ALL PRODUCTION PRACTICES","3,050,000","5,750,000",1.89,"481,425,000"
2002,NEBRASKA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","1,350,000","4,050,000",3,"346,275,000"
2002,NEBRASKA,YEAR,"HAY ALFALFA IRRIGATED",IRRIGATED,"465,000","2,035,000",4.38," "
2002,NEBRASKA,YEAR,"HAY ALFALFA NON-IRRIGATED",NON-IRRIGATED,"885,000","2,015,000",2.28," "
2002,NEVADA,YEAR,HAY,"ALL PRODUCTION PRACTICES","485,000","1,519,000",3.13,"155,771,000"
2002,NEVADA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","275,000","1,183,000",4.3,"119,483,000"
2002,NEVADA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","210,000","336,000",1.6,"36,288,000"
2002,"NEW HAMPSHIRE",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","8,000","18,000",2.3,"3,060,000"
2002,"NEW HAMPSHIRE",YEAR,HAY,"ALL PRODUCTION PRACTICES","54,000","101,000",1.87,"14,099,000"
2002,"NEW HAMPSHIRE",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","46,000","83,000",1.8,"11,039,000"
2002,"NEW JERSEY",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","90,000","144,000",1.6,"14,544,000"
2002,"NEW JERSEY",YEAR,HAY,"ALL PRODUCTION PRACTICES","120,000","222,000",1.85,"24,450,000"
2002,"NEW JERSEY",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","30,000","78,000",2.6,"9,906,000"
2002,"NEW MEXICO",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","120,000","228,000",1.9,"26,676,000"
2002,"NEW MEXICO",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","240,000","1,272,000",5.3,"181,896,000"
2002,"NEW MEXICO",YEAR,HAY,"ALL PRODUCTION PRACTICES","360,000","1,500,000",4.17,"208,572,000"
2002,"NEW YORK",YEAR,HAY,"ALL PRODUCTION PRACTICES","1,710,000","3,615,000",2.11,"378,075,000"
2002,"NEW YORK",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","610,000","1,525,000",2.5,"195,200,000"
2002,"NEW YORK",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","1,100,000","2,090,000",1.9,"182,875,000"
2002,"NORTH CAROLINA",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","20,000","40,000",2,"5,000,000"
2002,"NORTH CAROLINA",YEAR,HAY,"ALL PRODUCTION PRACTICES","750,000","1,354,000",1.81,"110,120,000"
2002,"NORTH CAROLINA",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","730,000","1,314,000",1.8,"105,120,000"
2002,"NORTH DAKOTA",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","1,450,000","1,885,000",1.3,"131,950,000"
2002,"NORTH DAKOTA",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","1,850,000","2,035,000",1.1,"99,715,000"
2002,"NORTH DAKOTA",YEAR,HAY,"ALL PRODUCTION PRACTICES","3,300,000","3,920,000",1.19,"231,665,000"
2002,OHIO,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,320,000","3,400,000",2.58,"386,610,000"
2002,OHIO,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","700,000","1,540,000",2.2,"113,190,000"
2002,OHIO,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","620,000","1,860,000",3,"273,420,000"
2002,OKLAHOMA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","350,000","1,225,000",3.5,"120,050,000"
2002,OKLAHOMA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","2,800,000","4,760,000",1.7,"261,800,000"
2002,OKLAHOMA,YEAR,HAY,"ALL PRODUCTION PRACTICES","3,150,000","5,985,000",1.9,"381,850,000"
2002,OREGON,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","620,000","1,364,000",2.2,"132,990,000"
2002,OREGON,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","495,000","2,129,000",4.3,"215,029,000"
2002,OREGON,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,115,000","3,493,000",3.13,"348,019,000"
2002,PENNSYLVANIA,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,730,000","3,448,000",1.99,"471,928,000"
2002,PENNSYLVANIA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","1,050,000","1,680,000",1.6,"204,960,000"
2002,PENNSYLVANIA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","680,000","1,768,000",2.6,"266,968,000"
2002,"RHODE ISLAND",YEAR,HAY,"ALL PRODUCTION PRACTICES","8,000","17,000",2.13,"2,491,000"
2002,"RHODE ISLAND",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","2,000","4,000",2.2,"684,000"
2002,"RHODE ISLAND",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","6,000","13,000",2.2,"1,807,000"
2002,"SOUTH CAROLINA",YEAR,HAY,"ALL PRODUCTION PRACTICES","340,000","646,000",1.9,"45,220,000"
2002,"SOUTH CAROLINA",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","340,000","646,000",1.9,"45,220,000"
2002,"SOUTH DAKOTA",YEAR,HAY,"ALL PRODUCTION PRACTICES","3,850,000","4,815,000",1.25,"363,870,000"
2002,"SOUTH DAKOTA",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","1,600,000","1,440,000",0.9,"87,120,000"
2002,"SOUTH DAKOTA",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","2,250,000","3,375,000",1.5,"276,750,000"
2002,TENNESSEE,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","30,000","105,000",3.5,"12,180,000"
2002,TENNESSEE,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","1,950,000","4,095,000",2.1,"225,225,000"
2002,TENNESSEE,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,980,000","4,200,000",2.12,"237,405,000"
2002,TEXAS,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","5,300,000","12,720,000",2.4,"801,360,000"
2002,TEXAS,YEAR,HAY,"ALL PRODUCTION PRACTICES","5,450,000","13,410,000",2.46,"906,240,000"
2002,TEXAS,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","150,000","690,000",4.6,"104,880,000"
2002,UTAH,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","150,000","270,000",1.8,"15,930,000"
2002,UTAH,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","565,000","2,034,000",3.6,"196,281,000"
2002,UTAH,YEAR,HAY,"ALL PRODUCTION PRACTICES","715,000","2,304,000",3.22,"212,211,000"
2002,VERMONT,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","195,000","390,000",2,"40,950,000"
2002,VERMONT,YEAR,HAY,"ALL PRODUCTION PRACTICES","240,000","480,000",2,"53,550,000"
2002,VERMONT,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","45,000","90,000",2,"12,600,000"
2002,VIRGINIA,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,390,000","2,475,000",1.78,"240,663,000"
2002,VIRGINIA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","1,250,000","2,125,000",1.7,"196,563,000"
2002,VIRGINIA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","140,000","350,000",2.5,"44,100,000"
2002,WASHINGTON,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","310,000","837,000",2.7,"107,973,000"
2002,WASHINGTON,YEAR,HAY,"ALL PRODUCTION PRACTICES","820,000","3,336,000",4.07,"375,366,000"
2002,WASHINGTON,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","510,000","2,499,000",4.9,"267,393,000"
2002,"WEST VIRGINIA",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","50,000","125,000",2.5,"14,125,000"
2002,"WEST VIRGINIA",YEAR,HAY,"ALL PRODUCTION PRACTICES","570,000","1,061,000",1.86,"67,477,000"
2002,"WEST VIRGINIA",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","520,000","936,000",1.8,"53,352,000"
2002,WISCONSIN,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","400,000","720,000",1.8,"33,480,000"
2002,WISCONSIN,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","1,650,000","4,620,000",2.8,"339,570,000"
2002,WISCONSIN,YEAR,HAY,"ALL PRODUCTION PRACTICES","2,050,000","5,340,000",2.6,"373,050,000"
2002,WYOMING,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","500,000","1,150,000",2.3,"127,650,000"
2002,WYOMING,YEAR,HAY,"ALL PRODUCTION PRACTICES","950,000","1,600,000",1.68,"175,350,000"
2002,WYOMING,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","450,000","450,000",1,"47,700,000"
2002,WYOMING,YEAR,"HAY IRRIGATED",IRRIGATED,"751,000","1,525,000",2," "
2002,WYOMING,YEAR,"HAY (EXCL ALFALFA) IRRIGATED",IRRIGATED,"343,000","408,000",1.2," "
2002,WYOMING,YEAR,"HAY ALFALFA IRRIGATED",IRRIGATED,"408,000","1,117,000",2.7," "
2002,WYOMING,YEAR,"HAY (EXCL ALFALFA) NON-IRRIGATED",NON-IRRIGATED,"107,000","42,000",0.4," "
2002,WYOMING,YEAR,"HAY NON-IRRIGATED",NON-IRRIGATED,"199,000","75,000",0.4," "
2002,WYOMING,YEAR,"HAY ALFALFA NON-IRRIGATED",NON-IRRIGATED,"92,000","33,000",0.4," "
2001,ALABAMA,YEAR,HAY,"ALL PRODUCTION PRACTICES","920,000","2,392,000",2.6,"131,560,000"
2001,ALABAMA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","920,000","2,392,000",2.6,"131,560,000"
2001,ALASKA,YEAR,HAY,"ALL PRODUCTION PRACTICES","23,000","30,000",1.3,"6,300,000"
2001,ARIZONA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","43,000","142,000",3.3,"12,993,000"
2001,ARIZONA,YEAR,HAY,"ALL PRODUCTION PRACTICES","258,000","1,862,000",7.22,"183,273,000"
2001,ARIZONA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","215,000","1,720,000",8,"170,280,000"
2001,ARKANSAS,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","1,300,000","2,730,000",2.1,"163,800,000"
2001,ARKANSAS,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","20,000","62,000",3.1,"7,688,000"
2001,ARKANSAS,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,320,000","2,792,000",2.12,"171,488,000"
2001,CALIFORNIA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","1,010,000","7,070,000",7,"841,330,000"
2001,CALIFORNIA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","550,000","1,705,000",3.1,"159,418,000"
2001,CALIFORNIA,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,560,000","8,775,000",5.63,"1,000,748,000"
2001,COLORADO,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,600,000","4,780,000",2.99,"480,440,000"
2001,COLORADO,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","650,000","1,170,000",1.8,"115,830,000"
2001,COLORADO,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","950,000","3,610,000",3.8,"364,610,000"
2001,COLORADO,YEAR,"HAY IRRIGATED",IRRIGATED,"1,315,000","4,415,000",3.35," "
2001,COLORADO,YEAR,"HAY (EXCL ALFALFA) IRRIGATED",IRRIGATED,"465,000","910,000",1.95," "
2001,COLORADO,YEAR,"HAY ALFALFA IRRIGATED",IRRIGATED,"850,000","3,505,000",4.1," "
2001,COLORADO,YEAR,"HAY ALFALFA NON-IRRIGATED",NON-IRRIGATED,"100,000","105,000",1.05," "
2001,COLORADO,YEAR,"HAY NON-IRRIGATED",NON-IRRIGATED,"285,000","365,000",1.3," "
2001,COLORADO,YEAR,"HAY (EXCL ALFALFA) NON-IRRIGATED",NON-IRRIGATED,"185,000","260,000",1.4," "
2001,CONNECTICUT,YEAR,HAY,"ALL PRODUCTION PRACTICES","63,000","117,000",1.86,"17,244,000"
2001,CONNECTICUT,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","55,000","99,000",1.8,"14,058,000"
2001,CONNECTICUT,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","8,000","18,000",2.3,"3,186,000"
2001,DELAWARE,YEAR,HAY,"ALL PRODUCTION PRACTICES","17,000","49,000",2.88,"6,731,000"
2001,DELAWARE,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","9,000","22,000",2.4,"2,816,000"
2001,DELAWARE,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","8,000","27,000",3.4,"3,915,000"
2001,FLORIDA,YEAR,HAY,"ALL PRODUCTION PRACTICES","270,000","756,000",2.8,"72,576,000"
2001,FLORIDA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","270,000","756,000",2.8,"72,576,000"
2001,GEORGIA,YEAR,HAY,"ALL PRODUCTION PRACTICES","650,000","1,950,000",3,"113,100,000"
2001,GEORGIA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","650,000","1,950,000",3,"113,100,000"
2001,IDAHO,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","1,120,000","4,368,000",3.9,"515,424,000"
2001,IDAHO,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","300,000","570,000",1.9,"49,590,000"
2001,IDAHO,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,420,000","4,938,000",3.48,"565,014,000"
2001,IDAHO,YEAR,"HAY ALFALFA IRRIGATED",IRRIGATED,"890,000","4,048,000",4.55," "
2001,IDAHO,YEAR,"HAY ALFALFA NON-IRRIGATED",NON-IRRIGATED,"230,000","320,000",1.39," "
2001,ILLINOIS,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","500,000","1,950,000",3.9,"182,325,000"
2001,ILLINOIS,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","300,000","720,000",2.4,"49,320,000"
2001,ILLINOIS,YEAR,HAY,"ALL PRODUCTION PRACTICES","800,000","2,670,000",3.34,"231,645,000"
2001,INDIANA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","330,000","1,320,000",4,"128,040,000"
2001,INDIANA,YEAR,HAY,"ALL PRODUCTION PRACTICES","610,000","2,048,000",3.36,"176,088,000"
2001,INDIANA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","280,000","728,000",2.6,"48,048,000"
2001,IOWA,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,650,000","5,565,000",3.37,"480,095,000"
2001,IOWA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","400,000","940,000",2.35,"59,220,000"
2001,IOWA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","1,250,000","4,625,000",3.7,"420,875,000"
2001,KANSAS,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","2,400,000","3,840,000",1.6,"245,760,000"
2001,KANSAS,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","900,000","4,140,000",4.6,"395,370,000"
2001,KANSAS,YEAR,HAY,"ALL PRODUCTION PRACTICES","3,300,000","7,980,000",2.42,"641,130,000"
2001,KENTUCKY,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","2,100,000","4,620,000",2.2,"267,960,000"
2001,KENTUCKY,YEAR,HAY,"ALL PRODUCTION PRACTICES","2,360,000","5,582,000",2.37,"363,679,000"
2001,KENTUCKY,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","260,000","962,000",3.7,"95,719,000"
2001,LOUISIANA,YEAR,HAY,"ALL PRODUCTION PRACTICES","450,000","1,260,000",2.8,"64,260,000"
2001,LOUISIANA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","450,000","1,260,000",2.8,"64,260,000"
2001,MAINE,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","10,000","22,000",2.2,"3,058,000"
2001,MAINE,YEAR,HAY,"ALL PRODUCTION PRACTICES","145,000","225,000",1.55,"24,170,000"
2001,MAINE,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","135,000","203,000",1.5,"21,112,000"
2001,MARYLAND,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","160,000","320,000",2,"40,960,000"
2001,MARYLAND,YEAR,HAY,"ALL PRODUCTION PRACTICES","225,000","522,000",2.32,"70,250,000"
2001,MARYLAND,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","65,000","202,000",3.1,"29,290,000"
2001,MASSACHUSETTS,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","80,000","144,000",1.8,"19,872,000"
2001,MASSACHUSETTS,YEAR,HAY,"ALL PRODUCTION PRACTICES","97,000","183,000",1.89,"26,619,000"
2001,MASSACHUSETTS,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","17,000","39,000",2.3,"6,747,000"
2001,MICHIGAN,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,150,000","3,610,000",3.14,"253,510,000"
2001,MICHIGAN,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","250,000","550,000",2.2,"28,600,000"
2001,MICHIGAN,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","900,000","3,060,000",3.4,"224,910,000"
2001,MINNESOTA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","1,450,000","5,075,000",3.5,"317,188,000"
2001,MINNESOTA,YEAR,HAY,"ALL PRODUCTION PRACTICES","2,150,000","6,195,000",2.88,"366,468,000"
2001,MINNESOTA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","700,000","1,120,000",1.6,"49,280,000"
2001,MISSISSIPPI,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","780,000","1,950,000",2.5,"85,800,000"
2001,MISSISSIPPI,YEAR,HAY,"ALL PRODUCTION PRACTICES","780,000","1,950,000",2.5,"85,800,000"
2001,MISSOURI,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","380,000","1,159,000",3.05,"124,013,000"
2001,MISSOURI,YEAR,HAY,"ALL PRODUCTION PRACTICES","4,280,000","8,179,000",1.91,"562,763,000"
2001,MISSOURI,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","3,900,000","7,020,000",1.8,"438,750,000"
2001,MONTANA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","1,600,000","3,520,000",2.2,"336,160,000"
2001,MONTANA,YEAR,HAY,"ALL PRODUCTION PRACTICES","2,650,000","4,990,000",1.88,"464,050,000"
2001,MONTANA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","1,050,000","1,470,000",1.4,"127,890,000"
2001,MONTANA,YEAR,"HAY (EXCL ALFALFA) IRRIGATED",IRRIGATED,"313,000","687,000",2.2," "
2001,MONTANA,YEAR,"HAY IRRIGATED",IRRIGATED,"1,103,000","3,372,000",3.06," "
2001,MONTANA,YEAR,"HAY ALFALFA IRRIGATED",IRRIGATED,"790,000","2,685,000",3.4," "
2001,MONTANA,YEAR,"HAY (EXCL ALFALFA) NON-IRRIGATED",NON-IRRIGATED,"737,000","783,000",1.1," "
2001,MONTANA,YEAR,"HAY NON-IRRIGATED",NON-IRRIGATED,"1,547,000","1,618,000",1.05," "
2001,MONTANA,YEAR,"HAY ALFALFA NON-IRRIGATED",NON-IRRIGATED,"810,000","835,000",1," "
2001,NEBRASKA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","1,400,000","4,970,000",3.55,"355,355,000"
2001,NEBRASKA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","1,800,000","2,430,000",1.35,"151,875,000"
2001,NEBRASKA,YEAR,HAY,"ALL PRODUCTION PRACTICES","3,200,000","7,400,000",2.31,"507,230,000"
2001,NEBRASKA,YEAR,"HAY ALFALFA IRRIGATED",IRRIGATED,"420,000","1,980,000",4.71," "
2001,NEBRASKA,YEAR,"HAY ALFALFA NON-IRRIGATED",NON-IRRIGATED,"980,000","2,990,000",3.05," "
2001,NEVADA,YEAR,HAY,"ALL PRODUCTION PRACTICES","495,000","1,584,000",3.2,"180,165,000"
2001,NEVADA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","265,000","1,193,000",4.5,"134,809,000"
2001,NEVADA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","230,000","391,000",1.7,"45,356,000"
2001,"NEW HAMPSHIRE",YEAR,HAY,"ALL PRODUCTION PRACTICES","57,000","99,000",1.74,"12,992,000"
2001,"NEW HAMPSHIRE",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","50,000","85,000",1.7,"10,710,000"
2001,"NEW HAMPSHIRE",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","7,000","14,000",2,"2,282,000"
2001,"NEW JERSEY",YEAR,HAY,"ALL PRODUCTION PRACTICES","120,000","255,000",2.13,"28,713,000"
2001,"NEW JERSEY",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","30,000","102,000",3.4,"12,954,000"
2001,"NEW JERSEY",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","90,000","153,000",1.7,"15,759,000"
2001,"NEW MEXICO",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","110,000","242,000",2.2,"25,894,000"
2001,"NEW MEXICO",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","260,000","1,300,000",5,"163,800,000"
2001,"NEW MEXICO",YEAR,HAY,"ALL PRODUCTION PRACTICES","370,000","1,542,000",4.17,"189,694,000"
2001,"NEW YORK",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","1,100,000","1,980,000",1.8,"167,310,000"
2001,"NEW YORK",YEAR,HAY,"ALL PRODUCTION PRACTICES","1,670,000","3,576,000",2.14,"357,234,000"
2001,"NEW YORK",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","570,000","1,596,000",2.8,"189,924,000"
2001,"NORTH CAROLINA",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","690,000","1,518,000",2.2,"106,260,000"
2001,"NORTH CAROLINA",YEAR,HAY,"ALL PRODUCTION PRACTICES","710,000","1,578,000",2.22,"113,460,000"
2001,"NORTH CAROLINA",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","20,000","60,000",3,"7,200,000"
2001,"NORTH DAKOTA",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","1,150,000","1,783,000",1.55,"63,297,000"
2001,"NORTH DAKOTA",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","1,600,000","3,360,000",2.1,"168,000,000"
2001,"NORTH DAKOTA",YEAR,HAY,"ALL PRODUCTION PRACTICES","2,750,000","5,143,000",1.87,"231,297,000"
2001,OHIO,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","780,000","1,872,000",2.4,"100,152,000"
2001,OHIO,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","610,000","2,135,000",3.5,"260,470,000"
2001,OHIO,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,390,000","4,007,000",2.88,"360,622,000"
2001,OKLAHOMA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","2,050,000","2,870,000",1.4,"170,765,000"
2001,OKLAHOMA,YEAR,HAY,"ALL PRODUCTION PRACTICES","2,410,000","3,842,000",1.59,"270,881,000"
2001,OKLAHOMA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","360,000","972,000",2.7,"100,116,000"
2001,OREGON,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","565,000","1,074,000",1.9,"104,178,000"
2001,OREGON,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,025,000","3,052,000",2.98,"333,626,000"
2001,OREGON,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","460,000","1,978,000",4.3,"229,448,000"
2001,PENNSYLVANIA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","980,000","1,764,000",1.8,"181,692,000"
2001,PENNSYLVANIA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","670,000","1,675,000",2.5,"219,425,000"
2001,PENNSYLVANIA,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,650,000","3,439,000",2.08,"401,117,000"
2001,"RHODE ISLAND",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","7,000","12,000",1.7,"1,680,000"
2001,"RHODE ISLAND",YEAR,HAY,"ALL PRODUCTION PRACTICES","9,000","16,000",1.78,"2,388,000"
2001,"RHODE ISLAND",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","2,000","4,000",2.2,"708,000"
2001,"SOUTH CAROLINA",YEAR,HAY,"ALL PRODUCTION PRACTICES","320,000","640,000",2,"54,400,000"
2001,"SOUTH CAROLINA",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","320,000","640,000",2,"54,400,000"
2001,"SOUTH DAKOTA",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","3,000,000","6,600,000",2.2,"458,700,000"
2001,"SOUTH DAKOTA",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","1,700,000","2,550,000",1.5,"116,025,000"
